"IdNum","Title","Description","DescComment","SubjectTop","DonorNotes","WherMade","Color","Material","ItemCondition","ConditionNts","Fragility","Functional","Power","ToC","IsPart","IsVer","HasPart","HasVer","Creator","Publisher","Contributor","AddlAuth","Created","Copyrighted","DateCR","Available","Medium","Type","Format","ItemType","Dimensions","Extent","MediaType","Moves","Resolution","Software","StillImage","MovingImage","Weight","Identifier","ModelNum","SerialNum","PartNum","SeriesNum","OtherNum","ToDo","Location","LocNotes","Interim","Box","Loc","ToGo","AddCom","CatBy","EditBy","AltTitle","BibCit","SubKes","Description1","Source","Relation","ConformsTo","Coverage","RightsMGMT","Format1","BitDepth","Resolution1","NatlLang","ProgLang","PropDisp","DateScan","ProcInit","FormatBP","URI","ThumbNailURI","AbIint","IntInit","InstrMeth","Audience","AudLev","Mediator","ItemReferences","IsReferencedBy","Replaces","ReplacedBy","Requires","RequiredBy","AccessRights","RightsHolder","License","Provenance","Spacial","Temporal","AccrualComments","AccrualMethod","AccrualPeriodicity","AccPol","Collection","Wiki","Blog","TravelingExhibit","SocialMedia","SmallThumbURI","History6","History7","History8","History9"
"1257","HUNTINGTON II Simulation Program -- POP Teacher's Guide","Teacher will have students run three computer simulations (POP1, POP2, and POP3) based on patterns of population increase.  Sample runs are shown, with instructions about how to run the simulations, along with answers to questions posed to students.",,"Biology / Math",,"NY or MA","none","na","na","Minor yellowing around edges, more pronounced on front cover; partial stamp on front cover next to green ""NS"" marking; staple holes in binding; 3 punc","na","Y",,"I. Basic Information About the Unit II. Introduction to Teacher Manual  III. Sample Runs of POP Series…. IV. Running POP Series Programs.. V. Using the POP Series Programs in the Classroom  VI. Outcome for the POP Series","0","0","0","0","State University of New York","DEC Educational Publications","L. Braun, J. Friedland, K. Moy, S. Hollander etc.",NULL,"0000-00-00","0","0000-00-00",,"na","0",,"0",,,"0",,,,,,"0",,,,,,,"n","uk",NULL,"na","0-0","0",,,"ll1","ll1",,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1257.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1258","HUNTINGTON II Simulation Program -- POP Resource Handbook","Description of the Gypsy Moth, subject of the population study; assumptions for the 3 models; mathematical variables and BASIC program listing; discussions for advanced study and use of POP1, POP2, and POP3 (population estimating models).",,"Biology / Math",,"NY or MA","none","na","na","Staple holes along binding; minor fading, particularly on front cover; faint ink marks around upper right front cover; minor vertical fold on page 13/","na","n",,"I.About the Gypsy Moth II.Assumptions of the POP Series Models… III. ..POP Series Models IV.Program Constants & Formulae V.Program Listing VI.Using Other Animals..  VII.Using Man VIII.Further Student Investigations IX.Bibliography","1250","1058","0","0","State University of New York","DEC Educational Pu","L. Braun, J. Friedland, K. Moy, S. Hollander etc.",NULL,"0000-00-00","0","0000-00-00",,"na","0",,"0",,,"0",,,,,,"0",,,,,,,"n","uk",NULL,"na","0-0","0",,,"ll1","ll1",,"0","0",,"0","0",,,,"0",,,"0","0","0","0000-00-00",,,"http://www.loopcntr.net/repository/1258.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1259","HUNTINGTON II Simulation Program -- SAP  Teacher's Guide","HUNTINGTON II Simulation Program -- SAP  Teacher's Guide","test",,,,"6","papr","g",,"d",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"pam","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,"http://www.loopcntr.net/repository/1259.jpeg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1260","HUNTINGTON II Simulation Program -- SAP  Resource Handbook","HUNTINGTON II Simulation Program -- SAP  Resource Handbook",,,,,"6","papr","g",,"d",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"pam","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,"http://www.loopcntr.net/repository/1260.jpeg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1261","HUNTINGTON II Simulation Program -- SAP  Student Workbook","HUNTINGTON II Simulation Program -- SAP  Student Workbook",,,,,"6","papr","g",,"d",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"pam","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,"http://www.loopcntr.net/repository/1261.jpeg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1262","HUNTINGTON II Simulation Program -- POLUT  Student Workbook","HUNTINGTON II Simulation Program -- POLUT  Student Workbook",,,,,"6","papr","g",,"d",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"pam","0",,"0","8.5 by 11 inches",,"0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00","CW",,,"http://www.loopcntr.net/repository/1262.jpeg",,"0",," ""students from the high school level on up""","Grammar School",,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1263","HUNTINGTON II Simulation Program -- POLUT  Resource Handbook","HUNTINGTON II Simulation Program -- POLUT  Resource Handbook",,,,,"none","papr","na",,"d",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"pam","0",,"0","8.5 by 11 inches",,"0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00","CW",,,"http://www.loopcntr.net/repository/1263.jpeg",,"0",,"Grade 11 and 12 High School Physics students","High School",,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1264","HUNTINGTON II Simulation Program -- POLUT  Teachers Guide","HUNTINGTON II Simulation Program -- POLUT  Teachers Guide",,,,,"none","na","na",,"na",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"na","0",,"0","8.5 by 11 inches","Four two-sided pgs","0",,,,,,"0",,,,,,,"5","uk",NULL,"na","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00","CW",,,NULL,,"0",,"High School Physics Students Grades 11 & 12","High School",,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1265","HUNTINGTON II Simulation Program -- STERL  Teacher's Guide","HUNTINGTON II Simulation Program -- STERL  Teacher's Guide",,,,,"6","papr","g",,"d",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"pam","0",,"0","8.5 by 11 inches","10 two-sided pages","0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,"http://www.loopcntr.net/repository/1265.jpeg",,"0",,"High School Physics Students Grades 11 & 12","High School",,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1266","HUNTINGTON II Simulation Program -- STERL  Resource Handbook","HUNTINGTON II Simulation Program -- STERL  Resource Handbook",,,,,"1","papr","g",,"d",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"pam","0",,"0","8.5 by 11 inches","8 two-sided pages","0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,"http://www.loopcntr.net/repository/1266.jpeg",,"0",,"High School Biology Students","High School",,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1267","HUNTINGTON II Simulation Program -- STERL  Student Workbook","HUNTINGTON II Simulation Program -- STERL  Student Workbook",,,,,"8","papr","g",,"d",,,,"0","0","0","0",,,,NULL,"0000-00-00","0","0000-00-00",,"pam","0",,"0","8.5 by 11 inches","10 2-sided pgs +1 back cover","0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,"http://www.loopcntr.net/repository/1267.jpeg",,"0",,"High School Biology Students","High School",,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1268","""Every Kid's First Book of Robots and Computers"" Agreements.","Agreements between Author: David D Thornberg, Company: Small Systems Services, Incorporated and Contributor: Liza Loop, Concerning ""Every Kid's First Book of Robots and Computers""",,,,,"6","papr","g",,"d",,,,"0","0","0","0","David D Thornberg, Small Systems Services, Incorporated, & Liza Loop","David D Thornberg, Small Systems Services, Incorporated, & Liza Loop",,NULL,"1982-4-12","n","0000-00-00",,"0","0",,"0","8.5 by 11 inches","17 2-sided pages","0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1268.pdf",NULL,,"0",,"High School Biology Students","High School",,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1269","International Council for Computers in Education, MicroSIFT Evaluator's Guide","The publications in this catalog are invaluable as you can evaluate, plan or teach -- and the prices are surprisingly low.  The International Council for Computers in Education can do this in part because it is a non-profit, tax exempt organization.  ICCE provides a way for educators to futher instructional computing.  Many regional and special interest organizations have joined ICCE in this effort.  Members of all these organizations have joined ICCE in this effort.  Members of all these organi",,,,,"6","papr","g",,"d",,,,"0","0","0","0",,,,NULL,"1981/12","n","0000-00-00",,"bklt","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,"The Computing Teacher December 1981, Volume 9 Numb","0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1269.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"2650",,,,,,,,,
"1270","HCLE Catalog Maintenance System Disposition View","HCLE Catalog Maintenance System Disposition View",,,,,,"0","0",,"0",,,,"0","0","0","0",,,,NULL,"0000-00-00","n","0000-00-00",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"0","0",NULL,"0",NULL,"0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1271","HCLE Catalog Maintenance System Home Page","HCLE Catalog Maintenance System Home Page",,,,,,"0","0",,"0",,,,"0","0","0","0",,,,NULL,"0000-00-00","n","0000-00-00",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"0","0",NULL,"0",NULL,"0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1271.jpg","http://www.loopcntr.net/repository/1271.jpg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1272","HCLE Catalog Maintenance System Identify View","HCLE Catalog Maintenance System Identify View",,,,,,"0","0",,"0",,,,"0","0","0","0",,,,NULL,"0000-00-00","n","0000-00-00",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"0","0",NULL,"0",NULL,"0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1272.jpg","http://www.loopcntr.net/repository/1272.jpg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1273","HCLE Catalog Maintenance System Bibliography View","HCLE Catalog Maintenance System Bibliography View",,,,,,"0","0",,"0",,,,"0","0","0","0",,,,NULL,"0000-00-00","n","0000-00-00",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"0","0",NULL,"0",NULL,"0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1274","HCLE Catalog Maintenance System Subject View","HCLE Catalog Maintenance System Subject View",,,,,,"0","0",,"0",,,,"0","0","0","0",,,,NULL,"0000-00-00","n","0000-00-00",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"0","0",NULL,"0",NULL,"0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1274.jpg","http://www.loopcntr.net/repository/1274.jpg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1275","HCLE Catalog Maintenance System Technical View","HCLE Catalog Maintenance System Technical View",,,,,,"0","0",,"0",,,,"0","0","0","0",,,,NULL,"0000-00-00","n","0000-00-00",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"0","0",NULL,"0",NULL,"0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1276","HCLE Catalog Maintenance System Preservation View","HCLE Catalog Maintenance System Preservation View",,,,,,"0","0",,"0",,,,"0","0","0","0",,,,NULL,"0000-00-00","n","0000-00-00",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"0","0",NULL,"0",NULL,"0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1277","The Effectiveness of Computer-Based Education: A Review","Research reports issued during the last decade and a half on the effectiveness of computer-based education (CBE) are examined. Surveys of research on CBE over this time period are considered rather than individual studies. Thus, this report represents a synthesis of a number of review articles which provide snapshots across two decades of the kind of CBE work that was being done and the impact that CBE was having on learning. Specific questions addressed are: (1) How effective is CBE in promotin",,,,,"2","papr","f","Thermal paper, protect from light. Front page ripped","f","n",,,"0","0","0","0","Okey, James R.",,,NULL,"1985-04-15","n","0000-00-00",,"rr","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg","Eric ED 257677 Abstract available but not full text","b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"1","0","0","0000-00-00",,,,NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1278","Computer Innovation in Schools: a review of selected research literature","Computer Innovation in Schools: a review of selected research literature",,,,,"none","digi","na",,"dg",,,,"0","0","0","0","Jorge Grunberg","Journal of Information Technology for Teacher Education",,"Mike Summers","1992","n","0000-00-00","11 Aug 2006","a","0",,"0",,,"0",,,,,,"0",,,,,,,"4","iu",NULL,"na","0-0","0",,,"ll1",,,"0","0",,"Internet","0",,,,"0",,,"1","0",NULL,"0000-00-00",,,"https://doi.org/10.1080/0962029920010209",NULL,,"0",,,,,"0","0","0","0","0","0","1","0","1",,,,,"0","0",,"0",,,,,,,,,
"1279","Mr. Spock Computer Transcription Process By Samuel P Harbison","A complete picture of Leonard Nimoy holding circular tool created using computer pixels printed from 1973.","The complete picture is constructed by taping the sheets together so that the last character on the first sheet meets the character  on the next sheet with no white space between them.  This will require trimming the sheets with scissors.  Per the cr",,,,"6","papr","g",,"f",,,,"0","0","0","0","Samuel P Harbison","Princeton University",,NULL,"1973","y","1973",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"4","lg","Awaiting over size artifact space","f1","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1279.pdf","http://www.loopcntr.net/repository/1279.jpg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1280","Second Annual Home Computer Market Forum August 19-31, 1983 Event Binder","Event binder including schedule and session details.","Includes, floppy disk for IBM PC (requires visicalc).",,,,"6","papr","g",,"d",,,,"0","0","0","0",,"Future Computing Incorporated, Future Computing Incorported 900 Canyon Creek Center Richardson, TX 75080 (214) 783-9375",,NULL,"1983-09-19","0","0000-00-00",,"m-s","0",,"0",,,"0",,,,,,"0",,,,,,,"4","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1280.pdf","http://www.loopcntr.net/repository/1280.jpg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"3000",,,,,,,,,
"1281","Theoretically Paper No. 43 A CONCEPTUAL MODEL RELATING TRANSFER OF LEARNING AND CORRELATION","Report form the Project on Cognitive Operations and Abilities in Conceptual Learning.",,,,,"6","papr","g","Has several folded page corners.","f",,,,"0","0","0","0","August Flammer","Wisconsin Research and Development Center for Cognitive Learning The University of Wisconsin Madison, Wisconsin",,NULL,"July 1973","n",,,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"4","lg","Awaiting Over Size Location","b15","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"1","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1281.pdf","http://www.loopcntr.net/repository/1281.jpg",,"0",,,,,"0","0","0","0","0","0","1","0","0",,,,,"0","0",,"0",,,,,,,,,
"1282","HUNTINGTON I Application Programs -- Mathematics","Teacher's Manual-computer programs developed May, 1968 to Sept, 1970 by teachers and high school students. Written in BASIC for the Digital Equipment Corp. TSS-8. Tested in Aug, 1970.","87 page manual","Mathematics",,"Brooklyn, NY","none","na","na","Staple holes along binding","na","n",,"ARITH BANK CRVLEN CVAREA GCD LIMSIN PLOTTER PRIFA QUADRT RATIO ROOTS2 SETS SIMEQN SLOPE SQRT STATAL STOCK SURFAR VOLSOL","1250","0","0","0","Polytechnic Institute of Brooklyn","DEC Educational Publications","Ludwig Braun and Marian Visich, Jr",NULL,"0000-00-00","0","0000-00-00",,"na","0",,"0",,,"0",,,,,,"0",,,,,,,"6","uk",NULL,"na","0-0","0",,,"ll1","ll1",,"0","0",,"0","0",,,,"0",,,"0","0","0","0000-00-00",,,"http://www.loopcntr.net/repository/1282.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1250",,,,,,,,,
"1283","Sensory-Motor Integration Paper by Marsha O Allen","Paper discussing sensory motor programs, stegal Class, Diagnostic use of stegal and scooter board, equipment, observations in the classroom, bibliography, lesson plans.  Also discusses, ""Diagnostic Tests for Sensory-Motor Integration"" and ""Sensory-Motor Integration - An Explanation for Parents"".",,,,,"4","papr","g",,"f",,,,"0","0","0","0",,,,NULL,"Unknown","n","0000-00-00",,"dss","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1283.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1284","The Pilot Information Exchange","Newsletter","""I have noticed that most of the Exchange members are at the University and college level. The main interest is in preparing course ware for students. PILOT can do this, surely, but PILOT is also intended for STUDENTS TO WRITE PROGRAMS!! This include",,,,"6","papr","g",,"d",,,,"0","0","0","0","Gregory Yob","LO*OP Center",,NULL,"1976","n","0000-00-00",,"dss","0",,"0",,,"0",,,,,,"0",,,,,,,"4","lg",,"b8","0-0","0",,,"ll1",,"Newsletter No. 2, February, 1976","0","0",,"0","0",,,,"0",,,"1","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1284.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1400",,,,,,,,,
"1285","CUE Computer Using Educators 1985 Fall Conference","October 18 & 19 Conference Catalog and September 1985 Newsletter","White, black and red tones print newsprint.",,,,"6","papr","g","Creasing on front pages","d",,,,"0","0","0","0",,"International Council for Computers in Education",,NULL,"1985","0","0000-00-00",,"cp","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg","Borrowed by Elsa 8/30/2018","b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1285.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1286","Seventh Annual Fall CUE Conference: Technology in the Curriculum","Catalog of lectures, speakers and schedule of event for the 1986 October 10-11 event.","News print conference catalog and newsletter, white, black and red tones print newsprintw",,,,"6","papr","g",,"f",,,,"0","0","0","0",,"International Council for Computers in Education",,NULL,"1986","0","0000-00-00",,"nl","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg","Borrowed by Elsa 8/30/2018","b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1286.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1287","101 BASIC Computer Games","Listings of early computer games in BASIC computing language",,,,,"6","papr","f","Original glued binding separated and 3-hole punched for mounting in 3-ring binder (binder removed). Pages reinforced with tape and circular hole stick","d","n",,,"0","0","0","0","David Ahl","Digital Equipment Corporation",,NULL,"3/1975","n","0000-00-00",,"bk","0",,"0","8.5 x 11 inches",,"0",,,,,,"0",,,,,,,"4","lg",NULL,"bi","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0","0","0000-00-00",,,"http://www.loopcntr.net/repository/1287.pdf","http://www.loopcntr.net/repository/1287.jpg",,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1288","Mailgram from Dr. A. Daniel Peck to Dennis Allison","Letter to Dennis Allison regarding ""Merchandising Scam"" by personal computer manufacturers.",,"Computer Literacy",,,"Blue and white","0","0","Yellowing at edges of paper, marks from being folded twice","0",,,,"0","0","0","0","A. Daniel Peck","none",,NULL,"0000-00-00","0","0000-00-00",,"0","0",,"0",,,"0",,,,,,"0",,,,,,,"0","0",NULL,"0",NULL,"0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,,NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1289","Ward Christensen Story 1","Ward Christensen Story 1",,,,,"none","na","na",,"na",,,,"0","0","0","0","Ward Christensen",,,NULL,"0000-00-00","0","0000-00-00",,"na","0",,"0",,,"0",,,,,,"0",,,,,,,"n","dr","Need to create jpg of first page for thumbnail","na","0-0","0",,,"ll1","ll1",,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1289.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1290","1987 Spring CUE Conference Technology in Education","TIE into the Future May 15 and 6, 1987 Orange County California","White, black and blue tones print newsprint.  Includes CUE April 1987 Newsletter",,,,"6","papr","g","Some yellow discoloring along the spine","d",,,,"0","0","0","0",,,,NULL,"1987","n","0000-00-00",,"mag","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",NULL,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1290.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1200",,,,,,,,,
"1291","Computer Using Educators, Inc.  1988 Spring CUE Conference","May 13 & 14 San Diego, California","black and blue tones print on white newsprint.",,,,"6","papr","g","Some yellow on spine and edges","d",,,,"0","0","0","0",,"Computer Using Educators, Inc.",,NULL,"1988","0","0000-00-00",,"mag","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1291.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1200",,,,,,,,,
"1292","Computer Using Educators, Inc.  1989 Fall CUE Conference","October 27 & 28 1989 Santa Clara California","T-E-C-H-N-O-L-O-G-Y CREATING LIFELONG LEARNING  Includes CUE September/October 1989 NewsLetter",,,,"6","papr","g","White, black and red tones print newsprint, creasing on front pages","d",,,,"0","0","0","0",,"Computer-Using Educators, Inc",,NULL,"1989","0","1989",,"mag","0",,"0","8.5 by 11","87 two-sided pages","0",,,,,,"0",,,,,,,"1","lg",,"8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1292.pdf",NULL,,"0",,"High school mathematics students","High school",,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1200",,,,,,,,,
"1293","CUE Newsletter May/June 1989","Magazine documenting computer use in schools","Front page details, ""The California Technology Project: 'Pulling Together the Pieces'""",,,,"6","papr","g","Yellowing around edges and spine, black and lime green print on white background","d",,,,"0","0","0","0",,"Computer-Using Educators, Inc",,NULL,"1989","0","0000-00-00",,"mag","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1293.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1200",,,,,,,,,
"1294","Educational R&D Volume 3, Number 2 Spring 1980","Secondary Schools Stop Babysitting and Begin Teaching Basics","Secondary Schools Stop Babysitting and Begin Teaching Basics",,,,"6","papr","g","Some yellowing along edges etc.","d",,,,"0","0","0","0",,"Council For Educational Development and Research",,NULL,"1980","0","0000-00-00",,"mag","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",,"b8","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1294.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"1200",,,,,,,,,
"1295","Electronic School January 1997","Internet UNPLUGGED: Schools Go Wireless, High Tech Language Labs, A new Role for Boards, Internet How-To Reviews","electronic school is described as a supplement to The American School Board Journal.",,,,"8","papr","g",,"d",,,,"0","0","0","0",,"National School Boards Association",,NULL,"1997","0","0000-00-00",,"mag","0",,"0",,,"0",,,,,,"0",,,,,,,"1","lg",,"b8","0-0","0",,,"ll1",,"A supplement to The American School Board Journal","0","0",,"0","0",,,,"0",,,"0","0",NULL,"0000-00-00",,,"http://www.loopcntr.net/repository/1295.pdf",NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
"1296","Rand 1983-84","Report on Rand Corporations activities and research - 126 pages",,,,,"17","papr","vg",,"d","n",,,"0","0","1297","0",,"Rand Corporation",,NULL,"0000-00-00","0","0000-00-00",,"bk","0",,"0",,,"0",,,,,,"0",,,,,,,"5","lg",NULL,"na","0-0","0",,,"ll1",,,"0","0",,"0","0",,,,"0",,,"0","0","0","0000-00-00",,,,NULL,,"0",,,,,"0","0","0","0","0","0","0","0","0",,,,,"0","0",,"0",,,,,,,,,
